Time,Sales Rank,New Price,List Price
"4/15/2019, 5:32:23 PM","21054","9.99",""
"4/15/2019, 8:34:08 PM","22078","9.99",""
"4/15/2019, 11:36:11 PM","22267","9.99",""
"4/16/2019, 2:38:14 AM","22533","9.99",""
"4/16/2019, 5:40:49 AM","23640","9.99",""
"4/16/2019, 8:42:48 AM","25089","9.99",""
"4/16/2019, 2:26:34 PM","7698","9.99",""
"4/16/2019, 5:45:24 PM","10943","9.99",""
"4/16/2019, 7:46:58 PM","11667","9.99",""
"4/16/2019, 9:55:52 PM","12118","9.99",""
"4/17/2019, 1:57:58 AM","12092","9.99",""
"4/17/2019, 3:58:37 AM","12857","9.99",""
"4/17/2019, 5:59:48 AM","13625","9.99",""
"4/17/2019, 8:01:07 AM","14564","9.99",""
"4/17/2019, 10:18:23 AM","16234","9.99",""
"4/17/2019, 12:20:21 PM","18096","9.99",""
"4/17/2019, 2:22:00 PM","19175","9.99",""
"4/17/2019, 4:22:39 PM","20298","9.99",""
"4/17/2019, 7:24:19 PM","21772","9.99",""
"4/17/2019, 10:25:34 PM","22255","9.99",""
"4/18/2019, 1:28:06 AM","22334","9.99",""
"4/18/2019, 4:32:08 AM","23252","9.99",""
"4/18/2019, 7:40:20 AM","24827","9.99",""
"4/18/2019, 10:44:13 AM","26288","9.99",""
"4/18/2019, 1:46:47 PM","27878","9.99",""
"4/18/2019, 4:49:03 PM","28568","9.99",""
"4/18/2019, 7:50:37 PM","30031","9.99",""
"4/18/2019, 10:52:51 PM","30195","9.99",""
"4/19/2019, 1:55:05 AM","29986","9.99",""
"4/19/2019, 4:57:44 AM","30640","9.99",""
"4/19/2019, 7:58:57 AM","31771","9.99",""
"4/19/2019, 11:30:17 AM","32757","9.99",""
"4/19/2019, 2:32:11 PM","33873","9.99",""
"4/19/2019, 5:37:40 PM","34794","9.99",""
"4/19/2019, 11:41:29 PM","34540","9.99",""
"4/20/2019, 2:43:36 AM","34453","9.99",""
"4/20/2019, 5:45:40 AM","34930","9.99",""
"4/20/2019, 8:47:25 AM","35752","9.99",""
"4/20/2019, 11:49:39 AM","36559","9.99",""
"4/20/2019, 2:51:01 PM","37547","9.99",""
"4/20/2019, 5:52:30 PM","38340","9.99",""
"4/20/2019, 8:54:00 PM","38575","9.99",""
"4/20/2019, 11:55:07 PM","38400","9.99",""
"4/21/2019, 2:57:11 AM","38142","9.99",""
"4/21/2019, 6:00:12 AM","38511","9.99",""
"4/21/2019, 9:01:54 AM","39319","9.99",""
"4/21/2019, 12:02:57 PM","39963","9.99",""
"4/21/2019, 3:04:24 PM","40763","9.99",""
"4/21/2019, 6:05:56 PM","41373","9.99",""
"4/22/2019, 12:08:44 AM","40971","9.99",""
"4/22/2019, 4:13:27 AM","40924","9.99",""
"4/22/2019, 7:35:16 AM","41800","9.99",""
"4/22/2019, 10:37:46 AM","42934","9.99",""
"4/22/2019, 1:39:28 PM","44213","9.99",""
"4/22/2019, 4:41:34 PM","45509","9.99",""
"4/22/2019, 7:46:45 PM","46391","9.99",""
"4/22/2019, 10:48:02 PM","46099","9.99",""
"4/23/2019, 1:49:42 AM","45644","9.99",""
"4/23/2019, 4:51:34 AM","45512","9.99",""
"4/23/2019, 7:55:53 AM","46007","9.99",""
"4/23/2019, 10:57:14 AM","47263","9.99",""
"4/23/2019, 1:59:22 PM","48545","9.99",""
"4/23/2019, 5:01:08 PM","49234","9.99",""
"4/23/2019, 8:03:51 PM","50159","9.99",""
"4/24/2019, 2:05:07 AM","49858","9.99",""
"4/24/2019, 5:06:12 AM","50372","9.99",""
"4/24/2019, 11:07:35 AM","52030","9.99",""
"4/24/2019, 5:09:29 PM","53443","9.99",""
"4/24/2019, 11:11:15 PM","53980","9.99",""
"4/25/2019, 5:13:09 AM","54657","9.99",""
"4/25/2019, 11:15:36 AM","56468","9.99",""
"4/25/2019, 5:17:05 PM","57907","9.99",""
"4/25/2019, 11:18:39 PM","57823","9.99",""
"4/26/2019, 5:20:19 AM","58253","9.99",""
"4/26/2019, 11:22:34 AM","60215","9.99",""
"4/26/2019, 5:23:37 PM","61532","9.99",""
"4/26/2019, 11:25:27 PM","61155","9.99",""
"4/27/2019, 5:27:04 AM","60267","9.99",""
"4/27/2019, 11:28:25 AM","62129","9.99",""
"4/27/2019, 5:30:00 PM","11426","9.99",""
"4/27/2019, 7:31:29 PM","12373","9.99",""
"4/27/2019, 9:33:29 PM","12869","9.99",""
"4/27/2019, 11:35:29 PM","13470","9.99",""
"4/28/2019, 1:37:08 AM","13746","9.99",""
"4/28/2019, 3:39:11 AM","14849","9.99",""
"4/28/2019, 5:41:21 AM","15961","9.99",""
"4/28/2019, 7:43:16 AM","17172","9.99",""
"4/28/2019, 9:44:44 AM","19780","9.99",""
"4/28/2019, 11:45:46 AM","21242","9.99",""
"4/28/2019, 2:47:06 PM","24152","12.49",""
"4/28/2019, 5:48:02 PM","26786","12.49",""
"4/28/2019, 8:48:40 PM","27791","12.49",""
"4/28/2019, 11:50:02 PM","28015","12.49",""
"4/29/2019, 2:51:07 AM","28369","12.49",""
"4/29/2019, 5:52:55 AM","29617","12.49",""
"4/29/2019, 8:57:32 AM","31389","12.49",""
"4/29/2019, 11:59:04 AM","33251","12.49",""
"4/29/2019, 2:59:55 PM","34985","12.49",""
"4/29/2019, 6:01:39 PM","36992","12.49",""
"4/29/2019, 9:03:49 PM","37698","12.49",""
"4/30/2019, 12:05:19 AM","38136","12.49",""
"4/30/2019, 3:07:51 AM","38578","12.49",""
"4/30/2019, 6:09:05 AM","39805","12.49",""
"4/30/2019, 9:10:41 AM","41358","12.49",""
"4/30/2019, 12:12:33 PM","43141","12.49",""
"4/30/2019, 3:14:08 PM","44822","12.49",""
"4/30/2019, 6:16:23 PM","47335","12.49",""
"4/30/2019, 9:17:45 PM","47809","12.49",""
"5/1/2019, 3:19:51 AM","48443","12.49",""
"5/1/2019, 6:21:01 AM","49546","12.49",""
"5/1/2019, 9:22:48 AM","50868","12.49",""
"5/1/2019, 3:24:14 PM","51517","12.49",""
"5/2/2019, 3:28:19 AM","55056","12.49",""
"5/2/2019, 9:30:34 AM","56463","12.49",""
"5/2/2019, 3:32:22 PM","58349","12.49",""
"5/2/2019, 9:34:42 PM","59594","12.49",""
"5/3/2019, 3:35:57 AM","59944","12.49",""
"5/3/2019, 9:36:58 AM","61689","12.49",""
"5/3/2019, 3:38:16 PM","63227","12.49",""
"5/3/2019, 9:40:03 PM","63664","12.49",""
"5/4/2019, 3:41:06 AM","62877","12.49",""
"5/4/2019, 9:42:07 AM","63996","12.49",""
"5/4/2019, 3:44:11 PM","65686","12.49",""
"5/4/2019, 9:46:32 PM","66055","12.49",""
"5/5/2019, 3:48:26 AM","65464","12.49",""
"5/5/2019, 9:50:05 AM","66068","12.49",""
"5/5/2019, 3:51:02 PM","67177","12.49",""
"5/5/2019, 9:52:16 PM","67696","12.49",""
"5/6/2019, 3:53:37 AM","67540","12.49",""
"5/6/2019, 9:54:43 AM","9691","12.49",""
"5/6/2019, 11:56:50 AM","11522","12.49",""
"5/6/2019, 1:57:55 PM","13383","12.49",""
"5/6/2019, 3:59:25 PM","16829","12.49",""
"5/6/2019, 6:01:01 PM","18335","12.49",""
"5/6/2019, 8:02:15 PM","19105","12.49",""
"5/6/2019, 10:04:09 PM","19842","12.49",""
"5/7/2019, 12:06:00 AM","20040","12.49",""
"5/7/2019, 3:06:48 AM","20671","12.49",""
"5/7/2019, 6:09:05 AM","22333","12.49",""
"5/7/2019, 9:12:32 AM","24484","12.49",""
"5/7/2019, 12:14:54 PM","26758","12.49",""
"5/7/2019, 3:16:00 PM","28891","12.49",""
"5/7/2019, 6:17:07 PM","31040","12.49",""
"5/7/2019, 9:17:47 PM","31908","12.49",""
"5/8/2019, 12:19:19 AM","32118","12.49",""
"5/8/2019, 3:21:08 AM","32449","12.49",""
"5/8/2019, 6:25:28 AM","33616","12.49",""
"5/8/2019, 9:27:04 AM","35131","12.49",""
"5/8/2019, 12:28:18 PM","36799","12.49",""
"5/8/2019, 3:30:11 PM","38640","12.49",""
"5/8/2019, 6:32:18 PM","40284","12.49",""
"5/8/2019, 9:34:02 PM","40855","12.49",""
"5/9/2019, 12:35:04 AM","40898","12.49",""
"5/9/2019, 3:35:44 AM","41105","12.49",""
"5/9/2019, 6:36:47 AM","41980","12.49",""
"5/9/2019, 9:38:24 AM","43268","12.49",""
"5/9/2019, 12:40:00 PM","45296","12.49",""
"5/9/2019, 3:41:17 PM","46011","12.49",""
"5/9/2019, 6:44:30 PM","47713","12.49",""
"5/9/2019, 9:46:06 PM","48013","12.49",""
"5/10/2019, 12:47:49 AM","48118","12.49",""
"5/10/2019, 3:49:14 AM","48624","12.49",""
"5/10/2019, 6:51:01 AM","49643","12.49",""
"5/10/2019, 9:54:52 AM","51002","12.49",""
"5/10/2019, 3:56:28 PM","53595","12.49",""
"5/10/2019, 9:57:58 PM","54901","12.49",""
"5/11/2019, 3:59:52 AM","55283","12.49",""
"5/11/2019, 10:01:42 AM","57249","12.49",""
"5/11/2019, 4:03:40 PM","59326","12.49",""
"5/11/2019, 10:05:13 PM","60025","12.49",""
"5/12/2019, 4:06:55 AM","59793","12.49",""
"5/12/2019, 10:08:03 AM","61217","12.49",""
"5/12/2019, 4:09:45 PM","63577","12.49",""
"5/12/2019, 10:11:38 PM","64707","12.49",""
"5/13/2019, 4:13:16 AM","64635","12.49",""
"5/13/2019, 10:15:43 AM","66015","12.49",""
"5/13/2019, 4:16:55 PM","67450","12.49",""
"5/13/2019, 10:18:41 PM","67680","12.49",""
"5/14/2019, 4:20:19 AM","67773","12.49",""
"5/14/2019, 10:25:45 AM","69382","12.49",""
"5/14/2019, 4:27:04 PM","70759","12.49",""
"5/14/2019, 10:28:10 PM","71079","12.49",""
"5/15/2019, 4:29:49 AM","70556","12.49",""
"5/15/2019, 10:31:37 AM","71328","12.49",""
"5/15/2019, 4:32:57 PM","73383","12.49",""
"5/15/2019, 10:34:17 PM","73892","12.49",""
"5/16/2019, 4:36:26 AM","73268","12.49",""
"5/16/2019, 10:39:30 AM","73903","12.49",""
"5/16/2019, 4:40:59 PM","75099","12.49",""
"5/16/2019, 10:42:17 PM","75959","12.49",""
"5/17/2019, 4:44:09 AM","75812","12.49",""
"5/17/2019, 10:47:53 AM","76510","12.49",""
"5/17/2019, 4:48:36 PM","77292","12.49",""
"5/17/2019, 10:50:19 PM","77469","12.49",""
"5/18/2019, 4:53:56 AM","77561","12.49",""
"5/18/2019, 11:22:52 AM","10494","12.49",""
"5/18/2019, 1:44:08 PM","","",""
"5/19/2019, 2:08:28 AM","19009","12.49",""
"5/19/2019, 4:26:03 AM","19532","12.49",""
"5/19/2019, 6:35:07 AM","20336","12.49",""
"5/19/2019, 9:49:24 AM","23715","12.49",""
"5/19/2019, 1:18:45 PM","25101","12.49",""
"5/19/2019, 4:35:33 PM","30485","12.49",""
"5/19/2019, 7:45:44 PM","6542","12.49",""
"5/19/2019, 10:01:38 PM","7358","12.49",""
"5/20/2019, 12:24:31 AM","7579","12.49",""
"5/20/2019, 2:28:12 AM","8238","12.49",""
"5/20/2019, 4:32:54 AM","10207","12.49",""
"5/20/2019, 8:36:03 AM","12990","12.49",""
"5/20/2019, 10:37:19 AM","14505","12.49",""
"5/20/2019, 12:39:08 PM","17336","12.49",""
"5/20/2019, 2:41:32 PM","18579","12.49",""
"5/20/2019, 4:43:04 PM","21575","12.49",""
"5/20/2019, 7:44:16 PM","23067","12.49",""
"5/20/2019, 10:45:59 PM","23472","12.49",""
"5/21/2019, 1:46:55 AM","23850","12.49",""
"5/21/2019, 4:48:13 AM","25255","12.49",""
"5/21/2019, 7:50:53 AM","25948","12.49",""
"5/21/2019, 11:01:21 AM","28555","12.49",""
"5/21/2019, 2:02:33 PM","30470","12.49",""
"5/21/2019, 5:04:01 PM","32452","12.49",""
"5/21/2019, 8:05:12 PM","33141","12.49",""
"5/21/2019, 11:07:37 PM","33553","12.49",""
"5/22/2019, 5:12:40 AM","34489","12.49",""
"5/22/2019, 8:14:45 AM","35813","12.49",""
"5/22/2019, 11:16:59 AM","37269","12.49",""
"5/22/2019, 2:18:27 PM","37768","12.49",""
"5/22/2019, 8:21:07 PM","41027","12.49",""
"5/23/2019, 2:26:42 AM","41305","12.49",""
"5/23/2019, 5:29:12 AM","41542","12.49",""
"5/23/2019, 8:31:07 AM","42620","12.49",""
"5/23/2019, 5:36:01 PM","46577","12.49",""
"5/23/2019, 8:37:22 PM","47403","12.49",""
"5/23/2019, 11:38:45 PM","47619","12.49",""
"5/24/2019, 2:40:31 AM","47755","12.49",""
"5/24/2019, 5:46:40 AM","48499","12.49",""
"5/24/2019, 8:48:12 AM","49099","12.49",""
"5/24/2019, 11:49:47 AM","49710","12.49",""
"5/24/2019, 2:51:06 PM","51730","12.49",""
"5/24/2019, 8:52:11 PM","54108","12.49",""
"5/25/2019, 2:53:58 AM","54530","12.49",""
"5/25/2019, 8:55:17 AM","55506","12.49",""
"5/25/2019, 2:56:48 PM","57533","12.49",""
"5/25/2019, 8:57:49 PM","59072","12.49",""
"5/26/2019, 2:59:10 AM","58789","12.49",""
"5/26/2019, 9:00:57 AM","59283","12.49",""
"5/26/2019, 3:02:52 PM","61171","12.49",""
"5/26/2019, 9:04:09 PM","63211","12.49",""
"5/27/2019, 3:06:39 AM","63147","12.49",""
"5/27/2019, 9:07:45 AM","63493","12.49",""
"5/27/2019, 3:09:18 PM","65007","12.49",""
"5/27/2019, 9:11:29 PM","66566","12.49",""
"5/28/2019, 3:13:24 AM","66649","12.49",""
"5/28/2019, 9:16:14 AM","67292","12.49",""
"5/28/2019, 3:18:15 PM","68697","12.49",""
"5/28/2019, 9:20:33 PM","70144","12.49",""
"5/29/2019, 3:23:09 AM","69538","12.49",""
"5/29/2019, 9:25:07 AM","70549","12.49",""
"5/29/2019, 3:26:40 PM","71860","12.49",""
"5/29/2019, 9:28:11 PM","72884","12.49",""
"5/30/2019, 3:29:59 AM","72168","12.49",""
"5/30/2019, 9:30:57 AM","72664","9.99",""
"5/30/2019, 3:32:13 PM","74046","9.99",""
"5/30/2019, 9:33:25 PM","75371","12.49",""
"5/31/2019, 3:34:57 AM","74892","12.49",""
"5/31/2019, 9:37:01 AM","75381","12.49",""
"5/31/2019, 3:38:46 PM","76612","12.49",""
"5/31/2019, 9:39:55 PM","77647","12.49",""
"6/1/2019, 3:40:45 AM","77522","12.49",""
"6/1/2019, 9:41:57 AM","78034","12.49",""
"6/1/2019, 3:43:09 PM","78955","12.49",""
"6/1/2019, 9:45:05 PM","79279","12.49",""
"6/2/2019, 3:46:42 AM","79045","12.49",""
"6/2/2019, 9:47:46 AM","80295","12.49",""
"6/2/2019, 3:49:08 PM","81294","12.49",""
"6/2/2019, 9:50:49 PM","81815","12.49",""
"6/3/2019, 3:52:01 AM","81386","12.49",""
"6/3/2019, 9:53:07 AM","82212","12.49",""
"6/3/2019, 3:55:01 PM","83957","12.49",""
"6/3/2019, 9:55:43 PM","84048","12.49",""
"6/4/2019, 3:56:51 AM","83400","12.49",""
"6/4/2019, 9:57:52 AM","84427","12.49",""
"6/4/2019, 3:58:57 PM","85362","12.49",""
"6/4/2019, 10:00:31 PM","86094","12.49",""
"6/5/2019, 4:01:58 AM","85460","12.49",""
"6/5/2019, 10:02:50 AM","86121","12.49",""
"6/5/2019, 4:03:40 PM","86973","12.49",""
"6/5/2019, 10:04:45 PM","87862","12.49",""
"6/6/2019, 4:05:57 AM","87380","12.49",""
"6/6/2019, 10:06:45 AM","87687","12.49",""
"6/6/2019, 10:11:03 PM","89227","12.49",""
"6/7/2019, 4:14:34 AM","88778","12.49",""
"6/7/2019, 10:16:25 AM","89287","12.49",""
"6/7/2019, 4:18:01 PM","90026","12.49",""
"6/7/2019, 10:18:43 PM","89907","12.49",""
"6/8/2019, 4:20:26 AM","89830","12.49",""
"6/8/2019, 10:22:15 AM","90761","12.49",""
"6/8/2019, 4:23:57 PM","91627","12.49",""
"6/8/2019, 10:25:05 PM","91512","12.49",""
"6/9/2019, 4:26:00 AM","91257","12.49",""
"6/9/2019, 10:26:32 AM","92308","12.49",""
"6/9/2019, 4:28:32 PM","93400","12.49",""
"6/9/2019, 10:29:48 PM","93369","12.49",""
"6/10/2019, 4:32:45 AM","92754","12.49",""
"6/10/2019, 10:34:26 AM","93758","12.49",""
"6/10/2019, 4:36:11 PM","94884","12.49",""
"6/10/2019, 10:37:48 PM","95009","12.49",""
"6/11/2019, 4:39:01 AM","94334","12.49",""
"6/11/2019, 10:40:15 AM","94953","12.49",""
"6/11/2019, 4:41:45 PM","96251","12.49",""
"6/11/2019, 10:42:46 PM","96339","12.49",""
"6/12/2019, 4:45:20 AM","95869","12.49",""
"6/12/2019, 10:47:13 AM","96440","12.49",""
"6/12/2019, 4:48:59 PM","97652","12.49",""
"6/12/2019, 10:50:18 PM","97710","12.49",""
"6/13/2019, 4:53:33 AM","97506","12.49",""
"6/13/2019, 10:57:23 AM","97928","12.49",""
"6/13/2019, 4:59:15 PM","98535","12.49",""
"6/13/2019, 11:01:00 PM","98935","12.49",""
"6/14/2019, 5:05:28 AM","98629","12.49",""
"6/14/2019, 11:08:18 AM","99093","12.49",""
"6/14/2019, 5:10:34 PM","99691","12.49",""
"6/14/2019, 11:12:48 PM","99646","12.49",""
"6/15/2019, 5:13:59 AM","99406","12.49",""
"6/15/2019, 11:15:23 AM","99989","12.49",""
"6/15/2019, 5:17:17 PM","100677","12.49",""
"6/15/2019, 11:18:54 PM","100545","12.49",""
"6/16/2019, 5:20:39 AM","100133","12.49",""
"6/16/2019, 11:22:09 AM","100644","12.49",""
"6/16/2019, 5:23:07 PM","101794","12.49",""
"6/16/2019, 11:23:58 PM","101773","12.49",""
"6/17/2019, 5:31:31 AM","101196","12.49",""
"6/17/2019, 11:33:13 AM","101997","12.49",""
"6/17/2019, 5:37:58 PM","103297","12.49",""
"6/17/2019, 11:39:14 PM","102717","12.49",""
"6/18/2019, 6:53:21 AM","102314","12.49",""
"6/18/2019, 12:56:50 PM","103124","12.49",""
"6/18/2019, 7:00:22 PM","104166","12.49",""
"6/19/2019, 1:03:54 AM","103688","12.49",""
"6/19/2019, 7:05:21 AM","103333","12.49",""
"6/19/2019, 1:06:55 PM","103754","12.49",""
"6/19/2019, 7:07:57 PM","104639","12.49",""
"6/20/2019, 1:09:03 AM","104228","12.49",""
"6/20/2019, 7:11:04 AM","103949","12.49",""
"6/20/2019, 1:11:54 PM","104313","12.49",""
"6/20/2019, 7:12:45 PM","105189","12.49",""
"6/21/2019, 1:15:42 AM","104924","12.49",""
"6/21/2019, 7:17:06 AM","104810","12.49",""
"6/21/2019, 1:17:35 PM","105295","12.49",""
"6/21/2019, 7:18:51 PM","105724","12.49",""
"6/22/2019, 1:19:28 AM","105443","12.49",""
"6/22/2019, 7:20:58 AM","105264","12.49",""
"6/22/2019, 1:21:50 PM","105725","12.49",""
"6/22/2019, 7:22:54 PM","106067","12.49",""
"6/23/2019, 1:24:05 AM","105766","12.49",""
"6/23/2019, 7:25:01 AM","105524","12.49",""
"6/23/2019, 1:26:13 PM","106123","12.49",""
"6/23/2019, 7:27:56 PM","106838","12.49",""
"6/24/2019, 1:48:48 AM","106539","12.49",""
"6/24/2019, 7:49:54 AM","106899","12.49",""
"6/24/2019, 1:50:58 PM","107398","12.49",""
"6/24/2019, 7:52:00 PM","108106","12.49",""
"6/25/2019, 1:53:27 AM","107529","12.49",""
"6/25/2019, 7:55:31 AM","107944","12.49",""
"6/25/2019, 1:57:32 PM","108643","12.49",""
"6/25/2019, 7:59:08 PM","109123","12.49",""
"6/26/2019, 2:01:14 AM","108395","12.49",""
"6/26/2019, 8:02:36 AM","108682","12.49",""
"6/26/2019, 2:03:37 PM","109325","12.49",""
"6/26/2019, 8:05:09 PM","109833","12.49",""
"6/27/2019, 2:07:11 AM","108978","12.49",""
"6/27/2019, 8:08:51 AM","109254","12.49",""
"6/27/2019, 2:09:49 PM","109980","12.49",""
"6/27/2019, 8:10:55 PM","110378","12.49",""
"6/28/2019, 2:12:04 AM","109634","12.49",""
"6/28/2019, 8:12:29 AM","109859","12.49",""
"6/28/2019, 2:13:38 PM","110593","12.49",""
"6/28/2019, 8:15:21 PM","110945","12.49",""
"6/29/2019, 2:16:52 AM","110169","12.49",""
"6/29/2019, 11:50:30 AM","110754","12.49",""
"6/29/2019, 6:15:17 PM","111315","12.49",""
"6/30/2019, 12:38:33 AM","110767","12.49",""
"6/30/2019, 6:40:52 AM","110335","12.49",""
"6/30/2019, 12:42:32 PM","111064","12.49",""
"6/30/2019, 6:49:16 PM","112158","12.49",""
"7/1/2019, 12:51:47 AM","111842","12.49",""
"7/1/2019, 7:21:37 AM","111557","12.49",""
"7/1/2019, 5:58:39 PM","113288","12.49",""
"7/2/2019, 12:11:37 AM","112993","12.49",""
"7/2/2019, 8:06:21 AM","112958","12.49",""
"7/2/2019, 2:07:09 PM","113540","12.49",""
"7/2/2019, 8:40:54 PM","114464","12.49",""
"7/3/2019, 2:42:46 AM","113990","12.49",""
"7/3/2019, 9:25:20 AM","114009","12.49",""
"7/3/2019, 3:25:52 PM","114445","12.49",""
"7/3/2019, 9:43:10 PM","115122","12.49",""
"7/4/2019, 3:53:57 AM","114559","12.49",""
"7/4/2019, 10:14:23 AM","114901","12.49",""
"7/4/2019, 4:14:39 PM","115244","12.49",""
"7/4/2019, 10:33:11 PM","115447","12.49",""
"7/5/2019, 4:32:54 AM","114994","12.49",""
"7/5/2019, 10:48:35 AM","115320","12.49",""
"7/5/2019, 4:49:25 PM","115690","12.49",""
"7/5/2019, 11:54:48 PM","115417","12.49",""
"7/6/2019, 6:37:03 AM","115239","12.49",""
"7/6/2019, 1:19:26 PM","115727","12.49",""
"7/6/2019, 7:20:13 PM","115980","12.49",""
"7/7/2019, 1:29:24 AM","115407","12.49",""
"7/7/2019, 7:36:03 AM","115500","12.49",""
"7/7/2019, 1:37:43 PM","116144","12.49",""
"7/7/2019, 7:43:01 PM","116682","12.49",""
"7/8/2019, 1:54:12 AM","116108","12.49",""
"7/8/2019, 7:56:57 AM","116253","12.49",""
"7/8/2019, 2:03:52 PM","116902","12.49",""
"7/8/2019, 8:09:42 PM","117484","12.49",""
"7/9/2019, 2:14:37 AM","116924","12.49",""
"7/9/2019, 8:16:25 AM","117123","12.49",""
"7/9/2019, 9:37:26 PM","118166","12.49",""
"7/10/2019, 4:15:52 AM","117610","12.49",""
"7/10/2019, 10:18:07 AM","118021","12.49",""
"7/10/2019, 4:26:49 PM","118529","",""
"7/10/2019, 10:30:21 PM","118413","",""
"7/11/2019, 7:43:04 AM","118247","12.49",""
"7/11/2019, 1:49:17 PM","118622","12.49",""
"7/11/2019, 7:50:22 PM","118849","12.49",""
"7/12/2019, 2:18:49 AM","118061","",""
"7/12/2019, 8:20:52 AM","118199","",""
"7/12/2019, 3:10:53 PM","118790","",""
"7/12/2019, 9:12:07 PM","118681","",""
"7/13/2019, 3:15:54 AM","117947","",""
"7/13/2019, 9:16:44 AM","118138","",""
"7/13/2019, 3:17:53 PM","118574","",""
"7/13/2019, 9:17:43 PM","118601","",""
"7/14/2019, 3:20:15 AM","117682","",""
"7/14/2019, 9:20:00 AM","117852","",""
"7/14/2019, 3:22:10 PM","118423","",""
"7/14/2019, 9:22:31 PM","118872","",""
"7/15/2019, 3:22:19 AM","118037","",""
"7/15/2019, 9:22:55 AM","118533","",""
"7/15/2019, 8:54:36 PM","120012","",""
"7/16/2019, 2:56:07 AM","119268","",""
"7/16/2019, 8:56:39 AM","119656","",""
"7/16/2019, 3:00:17 PM","120426","",""
"7/16/2019, 9:01:15 PM","120987","",""
"7/17/2019, 3:01:34 AM","120214","",""
"7/17/2019, 9:02:46 AM","120424","",""
"7/17/2019, 3:28:53 PM","120968","",""
"7/17/2019, 9:31:31 PM","121071","",""
"7/18/2019, 3:38:34 AM","120370","",""
"7/18/2019, 9:39:00 AM","120697","",""
"7/18/2019, 10:01:17 PM","121059","",""
"7/19/2019, 5:32:06 AM","120342","",""
"7/19/2019, 11:32:14 AM","120767","",""
"7/19/2019, 5:34:01 PM","121346","",""
"7/19/2019, 11:34:37 PM","121114","",""
"7/20/2019, 5:35:38 AM","120290","",""
"7/20/2019, 11:42:23 AM","120744","",""
"7/20/2019, 5:44:20 PM","121204","",""
"7/20/2019, 11:51:31 PM","120915","",""
"7/21/2019, 6:03:56 AM","120050","",""
"7/21/2019, 12:06:13 PM","120395","",""
"7/21/2019, 6:17:26 PM","121597","",""
"7/22/2019, 12:17:56 AM","121153","",""
"7/22/2019, 6:39:58 AM","120385","",""
"7/22/2019, 12:42:40 PM","121017","",""
"7/22/2019, 6:46:30 PM","121963","",""
"7/23/2019, 12:47:53 AM","121259","",""
"7/23/2019, 6:53:50 AM","120846","",""
"7/23/2019, 1:01:39 PM","121481","",""
"7/23/2019, 9:42:49 PM","121920","",""
"7/24/2019, 3:50:35 AM","121088","",""
"7/24/2019, 9:50:46 AM","121152","",""
"7/24/2019, 3:52:46 PM","121736","",""
"7/24/2019, 9:53:23 PM","121993","",""
"7/25/2019, 3:58:53 AM","121047","",""
"7/25/2019, 11:20:48 AM","121158","",""
"7/25/2019, 6:40:40 PM","121538","",""
"7/26/2019, 1:19:01 AM","120828","",""
"7/26/2019, 8:51:58 AM","120466","",""
"7/26/2019, 4:09:24 PM","121291","",""
"7/26/2019, 10:55:34 PM","121138","",""
"7/27/2019, 6:19:21 AM","120200","",""
"7/27/2019, 1:55:04 PM","120975","",""
"7/27/2019, 8:37:43 PM","121197","",""
"7/28/2019, 4:44:09 AM","120263","",""
"7/28/2019, 4:36:14 PM","121120","",""
"7/28/2019, 11:14:42 PM","121060","",""
"7/29/2019, 5:38:10 AM","120565","",""
"7/29/2019, 3:35:11 PM","121163","",""
"7/30/2019, 1:40:11 AM","121347","",""
"7/30/2019, 11:06:46 AM","121137","",""
"7/30/2019, 6:32:51 PM","122257","",""
"7/31/2019, 12:34:11 AM","122182","",""
"7/31/2019, 7:54:06 AM","122051","",""
"7/31/2019, 7:37:18 PM","123478","",""
"8/1/2019, 2:14:25 AM","122778","",""
"8/1/2019, 1:40:04 PM","122944","",""
"8/2/2019, 12:02:42 AM","123152","",""
"8/2/2019, 11:34:59 AM","122377","",""
"8/2/2019, 10:27:19 PM","123037","12.49",""
"8/3/2019, 8:43:38 AM","122241","12.49",""
"8/3/2019, 9:11:22 PM","122681","12.49",""
"8/4/2019, 9:52:37 AM","121771","12.49",""
"8/4/2019, 9:49:06 PM","123092","12.49",""
"8/5/2019, 3:53:07 AM","122397","12.49",""
"8/5/2019, 3:51:47 PM","122777","12.49",""
"8/6/2019, 5:59:53 AM","122612","12.49",""
"8/6/2019, 6:14:17 PM","123472","12.49",""
"8/7/2019, 6:54:24 AM","123367","12.49",""
"8/7/2019, 7:31:42 PM","123857","12.49",""
"8/8/2019, 3:19:45 AM","123508","12.49",""
"8/8/2019, 5:52:53 PM","123782","12.49",""
"8/9/2019, 7:15:48 AM","123218","12.49",""
"8/9/2019, 10:18:18 PM","123607","12.49",""
"8/10/2019, 12:18:27 PM","123102","12.49",""
"8/11/2019, 1:55:41 AM","123024","12.49",""
"8/11/2019, 7:39:36 PM","122600","12.49",""
"8/12/2019, 2:10:20 AM","122719","12.49",""
"8/12/2019, 8:27:13 AM","122541","12.49",""
"8/12/2019, 11:51:43 PM","122976","12.49",""
"8/13/2019, 3:12:53 PM","122619","12.49",""
"8/13/2019, 9:46:49 PM","122862","12.49",""
"8/14/2019, 5:51:42 AM","122316","12.49",""
"8/14/2019, 12:12:48 PM","122341","12.49",""
"8/14/2019, 6:14:51 PM","122681","12.49",""
"8/15/2019, 12:16:23 AM","122409","12.49",""
